,Name,Description,Composition & Care,Old Price,New Price,Discount,Size(s),Product Link
24,Contrast sleeve panelled sweater,Basic sweater with crew neck and contrast panel design on sleeves,• Knit• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491051-nvy
25,Contrast panelled sweater,"Knit sweater with contrast panels, ribbed trims & neckline",• Knit• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491047nvy
26,Contrast panelled sweatshirt,"Cobalt blue sweatshirt with contrast panel design, both front and back",• Terry 100% Cotton• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491042blu
27,Camo sweater with side stripes,"knitted sweater with crew neck, camouflage print and side stripes",• Knit• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491036mcm
28,Contrast sleeve 'Varsity' sweater,Basic sweater with contrast sleeve panel design,• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491050-oft
29,Contrast sleeve 'Varsity' sweater,Basic sweater with contrast sleeve panel design,• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491050-gry
30,Contrast sleeve 'Varsity' sweater,Basic sweater with contrast sleeve panel design,• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491050-blk
31,Sweater vest,Knit sweater with v neckline and ribbing at neckline and hem,• Knit• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,490","PKR 1,690",51%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491043-lgr
32,Black sweatshirt,"Basic black knit sweatshirt, featuring a chest patch pocket with red outline, along with ribbed collar and cuffs.",• Knit• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491034-blk
33,Puffer gilet,"Premium puffer gilet with detachable hood, side pockets, quilted pattern and contrast zip-up fastening",• Wash and iron inside out• Do not keep in damp state• Dry flat ground and avoid direct sunlight,"PKR 5,490","PKR 3,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491272-olb
34,Plaid pattern shirt,"Button down shirt with long sleeves, chest flap pockets and contrasting plaid pattern","Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491118-nwr
35,Regular Fit Crew neck sweatshirt,Crew neck sweatshirt featuring an embroidered logo on chest and long sleeves.,"Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491069-agn
36,Denim Jeans,Look cool in this black denim jeans,"84% Cotton, 14% Polyester, 2% Elastane
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,990",31%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbp491177-dws
37,'Focus' colour block sweatshirt,"Sweatshirt with colour block design, round neck and statement taping on the sleeves","84% Cotton, 14% Polyester, 2% Elastane
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491064-bkr
38,Basic coloured hoodie,Basic coloured hoodie with pouch pockets and contrast zip-up fastening,"• 52% Polyester, 48% Cotton• Wash and medium iron inside out• Do not bleach or tumble dry• Dry clean, any solvent except trichloroethylene• Dry flat and avoid direct sunlight","PKR 2,890","PKR 1,990",31%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491080-blu
39,Button down shirt,Casual button down shirt with long sleeves is a must have this winter,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491139-che
40,Chequered Shirt,Look classic in modern yet classic chequered shirt with full sleeves sleeves,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491137-nvw
41,Denim shirt,Button down denim shirt with long sleeves and chest pockets,"Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491129-rns
42,Denim shirt,Button down denim shirt with long sleeves and chest pockets,"Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491129-dws
43,Coloured sweatshirt with side stripes,Basic coloured sweatshirt with printed side stripes,"• 48% Polyester, 52% Cotton• Wash and medium iron inside out• Do not bleach or tumble dry• Dry clean, any solvent except trichloroethylene• Dry flat and avoid direct sunlight","PKR 1,990","PKR 1,390",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491062-blk
44,Contrast sleeve panelled sweater,Basic sweater with crew neck and contrast panel design on sleeves,• Knit• Wash and iron inside out• Do not keep in damp state• Dry flat and avoid direct sunlight,"PKR 3,990","PKR 2,790",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491051-blu
45,Hood Sweatshirt,Be the reason to inspire this winter with this hood sweatshirt,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491088-nvy
46,Attitude is Everything’ Statement Sweatshirt,"Sweatshirt with color block design, crew neck and long sleeves","48% Polyester, 52% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491066-hgr
47,Long Sleeves Sweatshirt,Get comfortable warmth on winter days in this long sleeves sweatshirt,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491061-rwc
48,Long Sleeves Sweatshirt,Get comfortable warmth on winter days in this long sleeves sweatshirt,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491061-nwb
49,Button Pocket Shirt,Get a chance to be recognized while wearing this button pocket shirt,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,690","PKR 1,890",29%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491120-rbw
50,Buttoned Down Check Print Shirt,"Full sleeves, slim fit shirt with a classic point collar, a Check Print and button fastening makes it an essential piece for one's wardrobe","Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491119-gwr
51,Navy STRIPE chinos,"Denim Chinos with belt loops, zipper fly and top button fastening, adjustable drawstrings, four pockets and elastic hem and black stripes running done both the legs","Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbf491151-nvy
52,BLACK STRIPE chinos,"Denim Chinos with belt loops, zipper fly and top button fastening, adjustable drawstrings, four pockets and elastic hem and black stripes running done both the legs","Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbf491151-bge
53,Button down shirt,Casual button down shirt with long sleeves is a must have this winter,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491139-nye
54,Regular Fit Crew neck sweatshirt,Crew neck sweatshirt featuring an embroidered logo on chest and long sleeves.,"Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491069-blk
55,WHITE PRINTED SWEATSHIRT,White Printed Sweatshirt is good to go in this winters,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,490",PKR 990,33%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491068-wht
56,Button Pocket Shirt,Get a chance to be recognized while wearing this button pocket shirt,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,690","PKR 1,890",29%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491120-bnw
57,Stripes Trouser,Something never go out of style. Get your favorite stripes trouser this winters,"84% Cotton, 14% Polyester, 2% Elastane
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mbf491155-blk
58,Basic panelled hoodie,"Basic hoodie with an adjustable drawstring hood, a contrast panel  design and pouch pocket","• 52% Polyester, 48% Cotton• Wash and medium iron inside out• Do not bleach or tumble dry• Dry clean, any solvent except trichloroethylene• Dry flat and avoid direct sunlight","PKR 2,890","PKR 1,990",31%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtp491089-hgm
59,multi shaded SHIRT,Add more style to your casual wears with this multi shaded shirt,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,390",51%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtp391053-slb
60,buttoned collar SHIRT,Add more style to your casual wears with this buttoned collar shirt,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491126-brn
61,Band Collar Stripped Shirt,Slim fit stripped shirt featuring full length sleeves with elbow patches and button fastening.,"100% Cotton

Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly

Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,190",52%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491122-wtg
62,Stripped Sweatshirt,"Sweatshirt with long sleeves, crew neck and stripped design","Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690","PKR 1,190",29%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491082-bkc
63,ZIPPER Sweatshirt,Grab your favorite zipper sweatshirt this winters,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,390",51%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491060-blk
64,Blue Regular Fit Single Cuff Shirt,A plain blue button down shirt made of 100% cotton. There's beauty in simplicity.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491136-brn
65,Light tone trouser,Grab your favorite light tone trouser this winters,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,190",52%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbp491154-olv
66,Light tone trouser,Grab your favorite light tone trouser this winters,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,190",52%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbp491154-blk
67,KNOT TROUSER,Look cool in this black knot trouser,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mbf491280-bkg
68,Stripes Trouser,Something never go out of style. Get your favorite stripes trouser this winters,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mbc491278-red
69,Stripes Trouser,Something never go out of style. Get your favorite stripes trouser this winters,"48% Polyester, 52% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mbc491278-dny
70,Classic Plaid Shirt,"Slim fit plaid shirt with a classic collar and full length sleeves featuring a full front button closure.
Fit & Size:
Model Height is 6 Ft
Model is wearing Medium size","100% cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,190",52%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491113-rdg
71,Regular Fit Pinstripe Button Down Shirt,"Take your style to the next level with this classic buttoned down pin stripe shirt featuring a point collar, full length sleeves with cuffs and front button closure.","100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,390",51%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491123-brw
72,CHECK SHIRT,Something never go out of style. Get your favorite check shirt this season,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,990",31%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491111-igw
73,knot TROUSER,Grab your favorite knot trouser this winters,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,990",31%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbf491153-blk
74,plain TROUSER,This Plain trouser is good to go with your favourite t-shirt or sweatshirt to look perfect,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,690","PKR 1,890",29%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbc491148-dol
75,"Two Tone ""Be Decisive"" Sweatshirt","Crew Neck Sweatshirt featuring a red base color with a black stripe along the sleeves, Be decisive slogan and ribbed trims makes it the perfect example of comfort and style","Terry 100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,090","PKR 1,490",28%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491067rdb
76,"Regular Fit Two Tone "" Be Decisive"" Sweatshirt","Crew Neck Sweatshirt featuring a red base color with a black stripe along the sleeves, Be decisive slogan and ribbed trims makes it the perfect example of comfort and style","Terry 100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,090","PKR 1,490",28%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtf491067bkr
77,Buttoned Down Shirt,Straight cut T-shirt featuring a round neck and short sleeves perfect for the summer.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,190",52%,"S,M,L,XL",https://outfitters.com.pk/collections/men/products/mtc491140rdw
78,Plaid pattern shirt,Button down shirt with long sleeves and plaid pattern,"Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,290","PKR 1,590",30%,"S,M,L",https://outfitters.com.pk/collections/men/products/mtc491115gnr
79,Skinny Fit JEANS,"High waisted, relaxed black jeans. Pair it with your favorite top for a night out!","Denim
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,890","PKR 1,990",31%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbf491163lws
80,knot TROUSER,Grab your favorite knot trouser this winters,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,990",31%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbf491153olv
81,Slim Fit JEANS,"Dark Washed Slim fit jeans with advanced stretch technology featuring five pockets, front button closure and a front zip. Achieving a balance between comfort and style.","Denim
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,890","PKR 1,990",31%,"30,32,34,36,38",https://outfitters.com.pk/collections/men/products/mbc491161dws
