,Name,Description,Composition & Care,Old Price,New Price,Discount,Size(s),Product Link
170,Trouble maker’ hoodie,Pouched pocket hoodie with statement print on front and color block on both sleeves,"80% Cotton, 20% Polyester

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494042blk
171,Knit Sweater,"Round neck knitted sweater with ribbed round neck, cuffs and hem","Knit

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,990","PKR 1,490",50%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494013gry
172,Alphabet sweater,"V-neck sweater with button down front, long sleeves and alphabet on one side","Knit
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,290","PKR 1,590",51%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494012nvy
173,Alphabet sweater,"V-neck sweater with button down front, long sleeves and alphabet on one side","Knit
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,290","PKR 1,590",51%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494012bur
174,Flannel Shirt,"Elevate your kids style with this Flannel Shirt featuring a classic point collar, Front button closure and buttoned cuffs","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtc494068rdb
175,Blue Flannel Shirt,"Elevate your kids style with this Blue Flannel Shirt featuring a classic point collar, Front button closure and buttoned cuffs","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtc494068blb
176,Color block Sweater,"Long sleeves sweater featuring color block, contrasting stripes on top, round neck and ribbing on neck, cuffs and hem","Knit
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,990","PKR 2,090",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtc494023red
177,Color block Sweater,"Long sleeves sweater featuring color block, contrasting stripes on top, round neck and ribbing on neck, cuffs and hem","Knit
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,990","PKR 2,090",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtc494023erd
178,Denim Jeans Dark Blue,Jeans from Outfitterrs are made from cotton providing you with comfort and style ! An essential for one's wardrobe. Advanced stretch technology woven into the horizontal threads that give extra flexibility,"67% Cotton 2% Elastane 31% Polyester
 Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly
 Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbf494108dbl
179,Regular Fit Jeans Black,Jeans from Outfitterrs are made from cotton providing you with comfort and style ! An essential for one's wardrobe. Advanced stretch technology woven into the horizontal threads that give extra flexibility,"67% Cotton, 2% Elastane, 31% Polyester
 Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly
 Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent exc","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbf494106blk
180,Stripe Cuffed Trouser,"Jogger pants with adjustable drawstrings on waist, elastic hem, two pockets and pipping details on sides","100% Cotton 
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 990,33%,"11-12Y,13-14Y,04-05Y,05-06Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbf494093nvy
181,TROUSER,"Regular fit pants with belt loops, zip-up and top button fastening","98% Cotton, 2% spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890",PKR 990,47%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbf494084nvy
182,TROUSER,"Regular fit pants with belt loops, zip-up and top button fastening","98% Cotton, 2% spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890",PKR 990,47%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbf494084bge
183,TROUSER,"Regular fit pants with belt loops, zip-up and top button fastening","98% Cotton, 2% spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890",PKR 990,47%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbf494084agn
184,Regular Fit Jeans Dark Blue,"Regular denim jeans with front and back pockets, zip and top button fastening","67% Cotton, 31% Polyester,2% Elastane
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbc494104dbl
185,Tapered Blue Jogger Pant,"Two tone Jogger pant with a Red stripe down the side featuring an elastic waistband, drawstring fastening and tapered hems. Ensuring Your kid is comfortable at all times.","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,490",PKR 990,33%,"11-12Y,13-14Y,04-05Y,05-06Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbbc494094nvy
186,Plaid Flannel Shirt Maroon/White,A great button down shirt for kids with a fantastic colour combination of Maroon and White colors by Outfitters.,"100 % Polyester.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
 Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,390",PKR 990,28%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/boys/products/tbtf493058mrw
187,Slogan T-Shirt,Grey T-shirt featuring a two tone color with a round neck and a graphic print on the front,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 690,PKR 490,28%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbtf493036hgr
188,Slogan T-Shirt Blue,Full Sleeves Slogan Tee made from  a cotton rich blend featuring a ribbed round neck creates a stylish look to meet your kids everyday need without compromising comfort.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach, do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 690,PKR 290,57%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbtf493035blu
189,Plain Flannel Shirt,A great button down shirt for kids with an eye catching blue colour by Outfitters.,"100 % Polyester.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
 Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,390",PKR 690,50%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/boys/products/tbtc493052lbl
190,Plaid Flannel Shirt,A formal button down shirt for kids with a soft colour by Outfitters.,"100 % Polyester.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
 Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,390",PKR 690,50%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/boys/products/tbtc493051tbl
191,Plaid Flannel Shirt,A formal button down shirt for kids with a soft colour by Outfitters.,"100 % Polyester.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
 Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,390",PKR 690,50%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/boys/products/tbtc493051gry
192,Plaid Pattern Shirt,"Long sleeve shirt with a plaid pattern, classic collar and buttoned cuffs","100% Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,490",PKR 990,33%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/boys/products/tbtc493050nvw
193,Plaid Pattern Shirt,"Long sleeve shirt with a plaid pattern, classic collar and buttoned cuffs","100% Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,490",PKR 990,33%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/boys/products/tbtc493050mrw
194,T-SHIRT,Full Sleeves Slogan Tee made from a cotton rich blend featuring a ribbed round neck creates a stylish look to meet your kids everyday need without compromising comfort.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 690,PKR 490,28%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbtc493034blu
195,Tapered Camouflage Trouser,Easy to wear tapered camouflage trousers made out of cotton providing you comfort and style!!,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
 Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,090",PKR 790,27%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbp493066cmo
196,Regular Fit Trouser,"A great trouser, fine quality and perfect fit. Crafted and treated for a truly unique fit and feel.","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. 
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,490",PKR 990,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493097nvy
197,Regular Fit Trouser,"A great trouser, fine quality and perfect fit. Crafted and treated for a truly unique fit and feel.","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. 
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,490",PKR 990,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493097mrn
198,Regular Fit Trouser,"A great trouser, fine quality and perfect fit. Crafted and treated for a truly unique fit and feel.","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. 
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,490",PKR 990,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493097khk
199,JEANS,Jeans from Outfitters are made from cotton providing you with comfort and style ! An essential for one's wardrobe. Advanced stretch technology woven into the horizontal threads that give extra flexibility,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.","PKR 1,590",PKR 790,50%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493075mgr
200,JEANS,Jeans from Outfitters are made from cotton providing you with comfort and style ! An essential for one's wardrobe. Advanced stretch technology woven into the horizontal threads that give extra flexibility,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.","PKR 1,590","PKR 1,090",31%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493073dbl
201,Tapered Blue Jogger Pant,"Two tone Jogger pants with a yellow stripe down the side featuring an elastic waistband, drawstring fastening and tapered hems. Ensuring Your kid is comfortable at all times.","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,090",PKR 790,27%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493070nvy
202,Tapered Black Jogger Pant,"Two tone Jogger pants with a Red stripe down the side featuring an elastic waistband, drawstring fastening and tapered hems. Ensuring Your kid is comfortable at all times","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,090",PKR 790,27%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493070blk
203,Trouser With cuffs,Textured fabric pants jogger pants with adjustable drawstrings on waist and elastic hem,"100% Cotton

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,090",PKR 790,27%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493065dgr
204,Trouser With cuffs,Textured fabric pants jogger pants with adjustable drawstrings on waist and elastic hem,"100% Cotton

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,090",PKR 790,27%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbf493065agn
205,JEANS,Black Jeans from Outfitters are made from cotton providing you with comfort and style ! An essential for one's wardrobe. Advanced stretch technology woven into the horizontal threads that give extra flexibility,"98% Cotton, 2% Elastane
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,490",PKR 990,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/boys/products/tbbc493077blk
206,"Two Tone ""Perfect"" Sweatshirt","Two Tone ""Perfect"" Sweatshirt featuring ribbed trims, slogan, raglan sleeves and two tone colors(red and grey)","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 890,31%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/boys/products/jbtp494029red
207,"Two Tone ""Perfect"" Sweatshirt","Two Tone ""Perfect"" Sweatshirt featuring ribbed trims, slogan, raglan sleeves and two tone colors(white,and Navy)","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 890,31%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/boys/products/jbtp494029nvy
208,"Three Tone ""Beast Mode"" Hoodie","Three Tone ""Beast Mode"" Hoodie featuring ribbed trims, slogan and three tone colors(white, grey and green)","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,690","PKR 1,190",29%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/boys/products/jbtp494026wgg
209,Plaid Flannel Shirt,Style up for the day little boys with this tartan printed shirt featuring spread collar with single cuffed sleeves.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach, Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,690","PKR 1,190",29%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/boys/products/jbtf494079mrw
210,Classic Buttoned Down Shirt,Classic Buttoned Down Brown Shirt Featuring a Mandarin collar and Buttoned Cuffs will surely elevate your kids style and become an essential in their wardrobe.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,890",PKR 990,47%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/boys/products/jbtf494074brn
211,SHIRT,Plain black formal button down shirt for kids by Outfitters.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494072wht
212,Mandarin Collar Plaid Shirt Black,Plain black formal button down shirt for kids by Outfitters.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494072blk
213,Red Flannel Shirt,"Elevate your kids style with this Red Flannel Shirt featuring a classic point collar, Front button closure and buttoned cuffs","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,690",PKR 890,47%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/boys/products/jbtf494070rdn
214,Fur Collar Jacket,Plaid pattern faux fur collar jacket with long sleeves and contrast stripes running down both sleeves,"Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 4,490","PKR 3,090",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494002-bkc
215,Denim Hood Jacket,"Denim jacket with hoodie, button up front, contrast sleeves and buttoned cuffs","Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 4,490","PKR 3,090",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/boys/products/jbtf494010-mbl
