,Name,Description,Old Price,New Price,Discount,Size(s)
0,Maroon Fashion Jacket JKT-MNZ-70-03,70% Cotton 30% Polyester Mock Neck Zipper Fashion Jacket Regular Fit,"PKR 4,300","PKR 2,150",50,Small/Medium/Large/X-Large
1,Black Graphic Tee FS-JGP-URB-D29,100% Cotton Single Jersey Regular Fit,"PKR 1,700","PKR 1,020",40,Medium/Large
2,Grey Fashion Tee FS-JGP-URB-D18,60% Cotton 40% Polyster Urban Graphic Single Jersey Fashion Tee Regular Fit,"PKR 1,600",PKR 960,40,Medium/X-Large
3,Olive Semi Fashion Kurta KP-1633 Printed,Polyester Viscose Semi Fashion Regular Fit Kurta,"PKR 3,220","PKR 1,932",40,Small/Medium/Large/X-Large
4,Navy Brown Yarn Dyed CM-YD-2578,Cotton Yarn Dyed Casual Shirt Modern Classic Fit,"PKR 3,760","PKR 2,256",40,X-Small/Small/Medium/Large/X-Large
5,Multi Check Yarn Dyed CM-YD-2704 Mr. Blue,Cotton Yarn Dyed Casual Slim Fit Mr. Blue Slim Fit,"PKR 2,950","PKR 1,770",40,Small/Medium/Large
6,Pink Yarn Dyed CM-YD-2694,Pink Cotton Yarn Dyed Modern Classic Fit Casual Shirt,"PKR 2,900","PKR 1,740",40,X-Small/Small/Medium/Large/X-Large
7,100% Cotton Black Gold Regular Fit Basic Stitched Suit Navy SKP-801 BG,100% Cotton Black Gold Regular Fit Basic Suit,"PKR 5,915","PKR 4,437",25,Small/Medium/X-Large
8,Mauve & White Yarn Dyed Formal Shirt CM-YD-2618,Yarn Dyed Formal Shirt Classic Fit,"PKR 2,900","PKR 1,740",40,15.5/16/17.5/14.5
9,Mint Semi Fashion Kurta KP-1640 Schiffli,100% Cotton Semi Fashion Regular Kurta,"PKR 3,760","PKR 2,256",40,Small/Large/X-Large
10,Basic Chairman Latha Stitched Suit Regular Fit with Collar Neck White SKP-812 Chairman Latha,Basic Chairman Latha Suit Regular Fit with Collar Neck,"PKR 4,080","PKR 3,060",25,Small/Large/X-Large
11,Black Fashion Sweater FS-SWT-IMP-FD-191-01,50% Viscose 10 GG Jacquard Jersey Regular Fit,"PKR 4,750","PKR 2,375",50,Medium
12,Black Fashion Jacket JKT-HZJ-D29-02,70% Cotton 30% Polyester Hooded Zipper Fashion Jacket Regular Fit,"PKR 3,750","PKR 1,875",50,Medium
13,Black Basic Sweater FS-SWT-D28-01,100% Cotton Basic V Neck Sweater Basic Jersey Regular Fit,"PKR 2,900","PKR 1,450",50,X-Large
14,Golden Basic Kurta KP-1650,Cotton Jacquard Regular Fit Basic Kurta,"PKR 2,900","PKR 1,740",40,Small
15,Navy Blue Gul 900 Eternity HB Unstitched Fabric,Premium Wash & Wear Fabric 4.5 Suit,"PKR 3,222","PKR 1,611",50,
16,Green Vision Pearl Valley,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 2,840","PKR 1,422",50,
17,Black Opus Prince,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 6,570","PKR 3,285",50,
18,Dark Navy Blue Opus Milky Way,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 6,570","PKR 3,285",50,
19,Black Opus Milky Way,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 6,570","PKR 3,285",50,
20,Royal Blue Opus Milky Way,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 6,570","PKR 3,285",50,
21,Navy Blue Opus Milano,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 6,570","PKR 3,285",50,
22,Green Gul 900 Eternity,Premium Fine Wash & Wear Fabric 4.5 MTR Suit,"PKR 3,222","PKR 1,611",50,
23,Light Blue Gul 900 Eternity,Premium Fine Wash & Wear Fabric 4.5 MTR Suit,"PKR 3,222","PKR 1,611",50,
24,Dark Brown Opus Blossom Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 Sui,"PKR 6,300","PKR 3,150",50,
25,Dark Stone Opus Symphony Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 Sui,"PKR 4,050","PKR 2,025",50,
26,Malaysia Opus Symphony FW Unstitched Fabric,"Luxurious Wash & Wear Fabric 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 4,050","PKR 2,025",50,
27,Light Green Opus Blossom LSW Unstitched Fabric,"Luxurious Wash & Wear Fabric 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 6,300","PKR 3,150",50,
28,Dark Malaysia Opus Blossom LSW Unstitched Fabric,"Luxurious Wash & Wear Fabric 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 6,300","PKR 3,150",50,
29,Grey Opus Blossom LSW Unstitched Fabric,"Luxurious Wash & Wear Fabric 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 6,300","PKR 3,150",50,
30,Dark Grey Opus Blossom LSW Unstitched Fabric,"Luxurious Wash & Wear Fabric 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 6,300","PKR 3,150",50,
31,Ink Blue Opus Blossom LSW Unstitched Fabric,"Luxurious Wash & Wear Fabric 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 6,300","PKR 3,150",50,
32,Light Grey Gold Brick FW Unstitched Fabric,"Premium Fine Quality Cotton 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 5,400","PKR 2,700",50,
33,Chocolate Brown Gold Brick FW Unstitched Fabric,"Premium Fine Quality Cotton 4.5 MTR Suit
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 5,400","PKR 2,700",50,
34,Royal Blue Crew Neck Sweater - FS-SWT-D26-04,100% Cotton 12 GG Basic Jersey	Regular Fit,"PKR 2,900","PKR 1,450",50,Small/Medium/Large/X-Large
35,Electric Blue Fashion Sweater - FS-SWT-FD-165-01,100% Cotton 7 GG Rib Knit Jacquard Regular Fit,"PKR 3,950","PKR 1,975",50,Small/Medium/Large/X-Large
36,Grey Jog Pant - BW-JOG-PANT-D04-01,60% Cotton 40% Poly End Fleece Regular Fit,"PKR 2,650","PKR 1,590",40,Small/Medium/Large/X-Large
37,Heather Grey Zipper Vest - JKT-MNV-D21-01,60% Cotton 40% Poly Quilted Fleece Regular Fit,"PKR 4,300","PKR 2,150",50,Large
38,Navy Zipper Vest - JKT-MNV-D21-02,60% Cotton 40% Poly Quilted Fleece Regular Fit,"PKR 4,300","PKR 2,150",50,Small/Medium
39,Charcoal Sleeveless Sweater - SL-SWT-D15-01,100% Cotton 12 GG Basic Jersey Regular Fit,"PKR 2,700","PKR 1,350",50,Small/Medium
40,White Graphic Tee - FS-JGP-URB-D27,100% Cotton Single Jersey Regular Fit,"PKR 1,700","PKR 1,020",40,Small/Medium/Large/X-Large
41,Charcoal Fashion Sweater - FS-SWT-VPN-FD-182-01,50% Viscose 20% Nylon 30% Poly Regular Fit,"PKR 3,950","PKR 1,975",50,Small
42,Grey Leather Jacket - JKT-LETH-D11-01,100% Leather Natural Skin Regular Fit,"PKR 14,500","PKR 7,250",50,Medium
43,Grey Opus Clover LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
44,Dark Brown Opus Clover LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
45,Dark Grey Opus Clover LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
46,Light Malaysia Opus Clover LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
47,Light Grey Opus Clover LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
48,Dark Malaysia Opus Clover LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
49,Mehndi Opus  Clover  LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
50,Dark Green Opus  Clover  LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 5,760","PKR 2,880",50,
51,Light Peach Opus  Cosmos  LSW Unstitched Fabric,Luxurious Wash & Wear Fabric 4.5 MTR Suit,"PKR 6,570","PKR 3,285",50,
